linkTarget,impressions,hits,CTR
fossil_fuel,6922,259,0.03741693152268131
fossil_record,5504,68,0.012354651162790697
fourteenth_amendment_to_the_united_states_constitution,2315,57,0.024622030237580993
fox,6233,28,0.004492218835231831
fractal,691,11,0.015918958031837915
france,132404,2225,0.016804628258964987
france_in_the_american_revolutionary_war,152,19,0.125
francis_bacon,6315,25,0.00395882818685669
francis_crick,7439,30,0.0040328001075413365
francis_drake,2582,20,0.0077459333849728895
francis_of_assisi,580,10,0.017241379310344827
francis_petre,0,0,
francisco_goya,1076,2,0.0018587360594795538
francium,2283,12,0.005256241787122208
frank_lloyd_wright,569,17,0.029876977152899824
frankenstein,1204,35,0.029069767441860465
frankfurt,4749,35,0.007369972625815961
franklin_d._roosevelt,9280,91,0.009806034482758621
franklin_pierce,1183,9,0.0076077768385460695
franks,10417,54,0.0051838341173082465
franz_kafka,2950,17,0.00576271186440678
franz_schubert,1338,23,0.0171898355754858
frederick_douglass,975,19,0.019487179487179488
"frederick_ii,_holy_roman_emperor",910,8,0.008791208791208791
frederick_ii_of_prussia,550,4,0.007272727272727273
freetown,4029,12,0.0029784065524944155
french_guiana,19066,26,0.0013636840448966747
french_language,78409,474,0.006045224400260174
french_open_(tennis),1043,10,0.009587727708533078
french_polynesia,1909,17,0.00890518596123625
french_revolution,19418,214,0.011020702441034091
french_southern_and_antarctic_lands,1345,0,0.0
fresh_water,3291,195,0.059252506836827715
friedrich_nietzsche,5063,43,0.008492988346829943
friend_directdebit,0,0,
frog,2167,74,0.03414859252422704
fruit,13880,846,0.06095100864553314
frédéric_chopin,1508,11,0.007294429708222812
fugu,10,0,0.0
full_moon,1695,49,0.028908554572271386
funchal,5618,5,0.00088999644001424
functional_programming,407,58,0.14250614250614252
fundamental_theorem_of_arithmetic,379,23,0.06068601583113457
fungus,10773,86,0.007982920263622018
fusarium,35,1,0.02857142857142857
fyodor_dostoevsky,1837,18,0.00979858464888405
gabon,24962,35,0.0014021312394840158
gaborone,3972,6,0.0015105740181268882
gadolinium,1971,15,0.0076103500761035
galah,15,0,0.0
galaxy,6406,212,0.033093974399000935
galeras,540,4,0.007407407407407408
galileo_galilei,8044,170,0.021133764296369966
gallium,2457,18,0.007326007326007326
galveston_hurricane_of_1900,525,12,0.022857142857142857
galápagos_islands,1635,46,0.028134556574923548
game,710,76,0.10704225352112676
game_theory,3352,113,0.03371121718377088
ganesha,689,27,0.03918722786647315
ganges_river,3223,33,0.010238907849829351
gangtok,146,7,0.04794520547945205
garage_(dance_music),44,0,0.0
garden,1026,123,0.11988304093567251
gardening,3202,172,0.05371642723297939
gas,9441,143,0.01514670056138121
gas_giant,6035,56,0.00927920463960232
gas_metal_arc_welding,93,9,0.0967741935483871
gas_tungsten_arc_welding,185,9,0.04864864864864865
gas_turbine-electric_locomotive,16,0,0.0
gaur,380,2,0.005263157894736842
gauss's_law,1273,15,0.01178318931657502
gautama_buddha,4016,59,0.014691235059760957
gaza_strip,4076,28,0.0068694798822374874
gazelle,2148,40,0.0186219739292365
gdrt,14,0,0.0
gender,2114,31,0.01466414380321665
genealogy,1653,25,0.015124016938898971
general_pershing_zephyr,8,0,0.0
genetic_code,4180,109,0.026076555023923444
genetics,13524,293,0.021665187814256137
geneva,4245,48,0.011307420494699646
genghis_khan,2088,52,0.02490421455938697
genoa,7806,38,0.004868050217781194
geography,11024,254,0.023040638606676343
geography_of_india,8,0,0.0
geography_of_ireland,110,9,0.08181818181818182
geology,19235,360,0.018715882505848713
geology_of_the_grand_canyon_area,0,0,
geometry,6012,169,0.028110445775116434
georg_cantor,2730,21,0.007692307692307693
"george_byron,_6th_baron_byron",2351,5,0.002126754572522331
george_eliot,4439,10,0.0022527596305474207
george_fox,36,4,0.1111111111111111
george_h._w._bush,3327,85,0.02554854223023745
george_herbert,18,0,0.0
george_i_of_great_britain,1063,41,0.03857008466603951
george_ii_of_great_britain,765,39,0.050980392156862744
george_iii_of_the_united_kingdom,2751,77,0.027989821882951654
george_iv_of_the_united_kingdom,1426,28,0.019635343618513323
george_v_of_the_united_kingdom,1683,39,0.023172905525846704
george_vi_of_the_united_kingdom,1107,44,0.03974706413730804
george_w._bush,25085,459,0.01829778752242376
george_washington,17013,174,0.010227473108799153
"georgetown,_guyana",2759,6,0.0021747009786154403
georgia_(country),24066,48,0.0019945150835203192
gerald_durrell,151,12,0.07947019867549669
gerald_ford,2116,24,0.011342155009451797
"german_crusade,_1096",177,7,0.03954802259887006
german_language,55114,533,0.009670864027288893
german_reunification,3336,28,0.008393285371702638
germanium,3487,28,0.00802982506452538
germany,105443,2167,0.020551387953681135
gettysburg_address,536,18,0.033582089552238806
ghana,27335,54,0.0019754892994329615
ghost_dance,72,2,0.027777777777777776
giant's_causeway,5796,5,0.000862663906142167
giant_eland,79,3,0.0379746835443038
giant_panda,104,4,0.038461538461538464
gibraltar,32085,62,0.001932367149758454
giganotosaurus,873,11,0.012600229095074456
gilles_villeneuve,32,0,0.0
giraffe,4824,199,0.04125207296849088
giuseppe_verdi,1052,13,0.012357414448669201
giza_pyramid_complex,962,64,0.06652806652806653
glacier,15423,187,0.0121247487518641
glacier_national_park_(us),1551,10,0.006447453255963894
glaciology,832,7,0.008413461538461538
glasgow,13700,77,0.005620437956204379
glass,9369,136,0.01451595687906927
glasses,980,16,0.0163265306122449
glastonbury_festival,108,8,0.07407407407407407
glaxosmithkline,5562,13,0.0023372887450557353
gliding,180,2,0.011111111111111112
gliese_876,763,20,0.02621231979030144
gliese_876_b,64,11,0.171875
gliese_876_c,51,7,0.13725490196078433
gliese_876_d,164,18,0.10975609756097561
global,73,3,0.0410958904109589
global_city,3367,94,0.02791802791802792
global_spread_of_h5n1,22,2,0.09090909090909091
global_warming,16355,475,0.029043106083766434
globalization,4407,60,0.013614703880190605
globe_theatre,98,33,0.336734693877551
globular_cluster,1523,19,0.01247537754432042
glorious_revolution,3973,46,0.011578152529574628
glynn_lunney,347,7,0.020172910662824207
gmail,722,66,0.09141274238227147
gnome,2323,26,0.011192423590185106
gnu,2782,40,0.014378145219266714
gnu_project,351,24,0.06837606837606838
go_(board_game),2473,16,0.00646987464617873
goa,2609,23,0.008815638175546186
god,15955,480,0.030084612973989344
gold,24020,376,0.015653621981681933
gold(iii)_chloride,357,7,0.0196078431372549
gold_standard,1812,51,0.028145695364238412
goldcrest,0,0,
golden_eagle,897,31,0.03455964325529543
golden_gate_highlands_national_park,13,0,0.0
goldfish,124,20,0.16129032258064516
gone_with_the_wind_(film),701,31,0.0442225392296719
google,1398,214,0.1530758226037196
goose,2105,58,0.027553444180522565
gordon_brown,5949,15,0.0025214321734745334
gorilla,6429,96,0.014932337844143724
gossypium,309,11,0.03559870550161812
gothenburg,2236,7,0.0031305903398926656
gottfried_leibniz,5013,32,0.006383403151805306
government,27144,357,0.013152077807250221
government_of_france,60,0,0.0
grand_canal_of_china,378,18,0.047619047619047616
grand_canyon,13668,30,0.0021949078138718174
grand_central_terminal,670,28,0.041791044776119404
"grand_forks,_north_dakota",0,0,
grand_slam_(tennis),7137,56,0.007846434075942273
granite,3648,87,0.023848684210526317
grape_seed_oil,28,2,0.07142857142857142
graphic_novel,829,36,0.04342581423401689
gravitation,26435,248,0.009381501796860222
gray_reef_shark,26,14,0.5384615384615384
gray_wolf,683,57,0.08345534407027819
grease_(film),35,0,0.0
great_auk,1723,17,0.009866511897852582
great_barrier_reef,2562,74,0.02888368462138954
great_black-backed_gull,53,11,0.20754716981132076
great_britain,39683,1062,0.02676208955976111
great_bustard,0,0,
great_comet,56,12,0.21428571428571427
great_comet_of_1882,21,5,0.23809523809523808
great_cormorant,42,9,0.21428571428571427
great_crested_grebe,14,0,0.0
great_lakes,17636,205,0.01162395100929916
great_lakes_storm_of_1913,153,7,0.0457516339869281
great_moravia,491,1,0.002036659877800407
great_pyramid_of_giza,6274,78,0.012432260121134842
great_red_spot,1840,26,0.014130434782608696
great_rift_valley,1751,44,0.025128498001142203
great_salt_lake,1858,46,0.024757804090419805
great_spotted_woodpecker,52,7,0.1346153846153846
great_tit,0,0,
great_wall_of_china,2571,77,0.029949436017113962
great_white_shark,757,219,0.2892998678996037
great_yarmouth,237,6,0.02531645569620253
greco-buddhism,344,0,0.0
greece,51753,644,0.012443723069194057
greek_mythology,16166,498,0.0308053940368675
greek_war_of_independence,2590,14,0.005405405405405406
green_woodpecker,52,12,0.23076923076923078
greenhouse_effect,10209,210,0.020570085218924478
greenland,30933,196,0.006336275175379045
greg_lemond,89,1,0.011235955056179775
gregor_mendel,5809,62,0.010673093475641247
gregorian_chant,588,19,0.03231292517006803
grenada,19741,15,0.000759839927055367
grevy's_zebra,111,3,0.02702702702702703
group_(mathematics),1439,17,0.0118137595552467
grover_cleveland,1694,16,0.009445100354191263
guadeloupe,20468,13,0.0006351377760406489
guam,18188,29,0.0015944578843193314
guangzhou,3496,27,0.007723112128146453
guatemala,23086,51,0.0022091310751104565
guernsey,26595,16,0.0006016168452716676
guglielmo_marconi,1074,11,0.010242085661080074
guild,1556,32,0.02056555269922879
guinea,23116,33,0.0014275826267520332
guinea-bissau,21501,16,0.0007441514348169852
guinness,516,32,0.06201550387596899
guitar,4005,188,0.04694132334581773
gulf_of_mexico,21370,252,0.011792232101076276
gull,2177,59,0.027101515847496555
gunpowder,3953,83,0.020996711358461928
guqin,1444,5,0.0034626038781163434
gustav_holst,4367,4,0.0009159606136936112
gustavus_franklin_swift,19,0,0.0
guyana,21481,26,0.0012103719566128207
gyeongju,13,0,0.0
gypsum,1410,24,0.01702127659574468
h.d.,205,7,0.03414634146341464
h5n1,194,11,0.05670103092783505
h_ii_region,1424,16,0.011235955056179775
habsburg_spain,1278,20,0.01564945226917058
hadrian's_wall,1816,20,0.011013215859030838
haemophilia,160,7,0.04375
hafnium,1887,14,0.007419183889772125
haiti,24167,65,0.0026896180742334587
halloween,1891,51,0.026969857218402962
hamburg,7712,23,0.0029823651452282156
hammurabi,872,16,0.01834862385321101
hampshire,848,24,0.02830188679245283
hampstead_heath,1302,7,0.005376344086021506
hannibal_barca,348,8,0.022988505747126436
hanoi,2062,12,0.005819592628516004
harald_maddadsson,19,0,0.0
haraldskær_woman,29,1,0.034482758620689655
harare,3964,6,0.0015136226034308778
hardball_squash,12,2,0.16666666666666666
harlem_globetrotters,293,19,0.06484641638225255
harley-davidson,28,1,0.03571428571428571
harold_macmillan,1272,7,0.00550314465408805
harold_wilson,1609,4,0.002486016159105034
harrier_hawk,43,0,0.0
harry_potter,1100,150,0.13636363636363635
harry_s._truman,5809,46,0.007918746772249958
harvest,1926,38,0.01973001038421599
hasekura_tsunenaga,1428,7,0.004901960784313725
hassium,1790,10,0.00558659217877095
hatshepsut,922,11,0.01193058568329718
hawaiian_goose,39,1,0.02564102564102564
hawk,8316,70,0.008417508417508417
hawk-eye,336,19,0.05654761904761905
hawking_radiation,572,28,0.04895104895104895
hd_209458_b,135,14,0.1037037037037037
hd_217107,0,0,
hd_217107_b,3,0,0.0
hd_217107_c,3,0,0.0
hd_28185,0,0,
hd_28185_b,0,0,
health,2875,180,0.06260869565217392
heard_island_and_mcdonald_islands,1259,2,0.0015885623510722795
heat,10864,163,0.015003681885125185
hebrew_calendar,485,16,0.032989690721649485
hebrew_language,26377,140,0.005307654395875194
hebrides,7773,13,0.001672455937218577
helen,942,21,0.022292993630573247
helen_gandy,8,0,0.0
heliocentrism,4635,31,0.00668824163969795
helium,12394,135,0.010892367274487655
hellenistic_greece,3078,71,0.023066926575698504
hello_garci_scandal,160,5,0.03125
helmeted_guineafowl,92,3,0.03260869565217391
helsinki,6974,20,0.0028677946659019216
henipavirus,130,0,0.0
henri_matisse,154,6,0.03896103896103896
henrik_ibsen,1654,12,0.007255139056831923
henry_david_thoreau,949,17,0.01791359325605901
henry_fonda,472,10,0.0211864406779661
henry_ford,1777,46,0.025886325267304444
henry_h._rogers,122,5,0.040983606557377046
henry_i_of_england,5110,50,0.009784735812133072
henry_ii_of_england,2212,67,0.030289330922242313
henry_iii_of_england,939,62,0.06602768903088392
henry_iv_of_england,1080,66,0.06111111111111111
henry_james,1051,8,0.007611798287345386
henry_moore,712,2,0.0028089887640449437
henry_morrison_flagler,32,1,0.03125
henry_morton_stanley,3866,2,0.0005173305742369374
henry_purcell,10267,15,0.0014609915262491478
henry_rollins,117,0,0.0
henry_v_of_england,1191,67,0.056255247691015954
henry_vi_of_england,759,60,0.07905138339920949
henry_vii_of_england,2828,118,0.04172560113154172
henry_viii_of_england,14386,168,0.01167802029751147
hepatocellular_carcinoma,263,7,0.026615969581749048
heracles,2666,48,0.01800450112528132
heraclius,1829,10,0.005467468562055768
heraldry,3248,13,0.0040024630541871924
herbert_hoover,2241,25,0.011155734047300312
herbig-haro_object,379,0,0.0
herbivore,16135,573,0.03551286024171057
hernán_cortés,2409,30,0.012453300124533
hero_of_the_russian_federation,33,0,0.0
herodotus,11475,32,0.0027886710239651414
heron,598,10,0.016722408026755852
herring_gull,88,12,0.13636363636363635
hey_jude,503,32,0.0636182902584493
high_german_consonant_shift,723,8,0.011065006915629323
hilda_of_whitby,12,0,0.0
himalayas,10355,121,0.011685176243360695
himno_nacional_mexicano,1137,6,0.005277044854881266
hindi,16712,60,0.0035902345619913834
hinduism,48848,214,0.004380936783491648
hip_hop_music,16673,274,0.016433755173034248
hippocrates,3406,63,0.01849677040516735
hippopotamus,3661,49,0.01338432122370937
hirohito,4360,21,0.00481651376146789
history,8240,206,0.025
history_of_alaska,12,0,0.0
history_of_anglo-saxon_england,4680,90,0.019230769230769232
history_of_arizona,12,0,0.0
history_of_buddhism,22,0,0.0
history_of_cape_colony_from_1806_to_1870,0,0,
history_of_cape_colony_from_1870_to_1899,0,0,
history_of_central_asia,33,1,0.030303030303030304
history_of_computing_hardware,1883,35,0.01858736059479554
history_of_democracy,82,7,0.08536585365853659
history_of_earth,2371,109,0.04597216364403205
history_of_greece,1486,69,0.046433378196500674
history_of_greenland,12,0,0.0
history_of_new_jersey,12,0,0.0
history_of_nuclear_weapons,608,38,0.0625
history_of_painting,0,0,
history_of_post-soviet_russia,118,6,0.05084745762711865
history_of_puerto_rico,48,1,0.020833333333333332
history_of_russia,100,8,0.08
history_of_science,2852,92,0.03225806451612903
history_of_slavery,12712,31,0.0024386406544996855
history_of_south_africa,902,15,0.01662971175166297
history_of_south_africa_in_the_apartheid_era,865,15,0.017341040462427744
history_of_south_carolina,12,0,0.0
history_of_the_internet,535,66,0.1233644859813084
history_of_the_portuguese_communist_party,1,0,0.0
history_of_the_world,2455,83,0.033808553971486764
hiv,9075,123,0.013553719008264463
ho_chi_minh,555,24,0.043243243243243246
ho_chi_minh_city,3292,33,0.010024301336573511
holkham_hall,13,2,0.15384615384615385
hollandic,373,9,0.024128686327077747
holmium,1832,7,0.003820960698689956
holy_roman_empire,31116,320,0.010284098213137936
homer,14490,179,0.012353347135955832
homestar_runner,256,6,0.0234375
homo_floresiensis,162,2,0.012345679012345678
honduras,21450,24,0.0011188811188811189
honey,4684,82,0.017506404782237403
honey_bee,133,39,0.2932330827067669
hong_kong,32662,143,0.004378176474190191
hoover_dam,226,39,0.17256637168141592
hopman_cup,46,4,0.08695652173913043
"horatio_nelson,_1st_viscount_nelson",498,1,0.002008032128514056
horn_of_africa,6284,33,0.005251432208784214
horse,7961,251,0.03152870242431855
hot_air_balloon,1795,17,0.00947075208913649
house,1377,21,0.015250544662309368
house_martin,74,1,0.013513513513513514
house_of_lords,9531,65,0.006819851012485573
house_sparrow,1653,58,0.03508771929824561
household_income_in_the_united_states,12897,37,0.0028688842366441807
"houston,_texas",18188,97,0.005333186716516385
hovercraft,693,31,0.044733044733044736
howards_end,50,0,0.0
howland_island,12735,4,0.00031409501374165687
hsbc,6584,10,0.0015188335358444715
http_cookie,2095,17,0.008114558472553698
hubbard_glacier,194,7,0.03608247422680412
hubble's_law,1155,22,0.01904761904761905
hubble_deep_field,575,10,0.017391304347826087
hubble_space_telescope,3550,205,0.057746478873239436
hudson_bay,4524,43,0.009504862953138815
hugo_wolf,56,0,0.0
human,40685,2359,0.05798205726926386
human_dignity,347,12,0.0345821325648415
human_rights,9917,260,0.026217606130886358
humanism,6013,60,0.009978380176284716
humanities,3026,81,0.026768010575016522
humour,585,29,0.04957264957264957
humpback_whale,409,69,0.1687041564792176
humphry_davy,1606,30,0.0186799501867995
humus,241,17,0.07053941908713693
hundred_years'_war,2563,36,0.01404603979711276
hungary,26491,136,0.005133819032879091
hunger,342,13,0.038011695906432746
huntington's_disease,2408,8,0.0033222591362126247
hurricane_alex_(2004),80,5,0.0625
hurricane_andrew,1734,31,0.01787773933102653
hurricane_camille,784,30,0.03826530612244898
hurricane_charley,909,10,0.011001100110011002
hurricane_david,86,1,0.011627906976744186
hurricane_dennis,1156,25,0.02162629757785467
hurricane_epsilon_(2005),570,7,0.012280701754385965
hurricane_floyd,261,9,0.034482758620689655
hurricane_georges,141,4,0.028368794326241134
hurricane_gloria,8,0,0.0
hurricane_ivan,1190,26,0.021848739495798318
hurricane_katrina,6675,208,0.031161048689138576
hurricane_lenny,187,4,0.0213903743315508
hurricane_mitch,694,11,0.01585014409221902
hurricane_philippe_(2005),131,5,0.03816793893129771
hurricane_vince_(2005),131,0,0.0
husein_gradaščević,65,4,0.06153846153846154
hutu,3882,12,0.0030911901081916537
"hyde_park,_london",1604,19,0.011845386533665835
hydrochloric_acid,4357,61,0.014000459031443653
hydrogen,29896,523,0.017493979127642494
hydrogen_peroxide,997,21,0.02106318956870612
hydrology,1452,39,0.026859504132231406
hyena,6167,97,0.015728879520025944
hymenoptera,740,71,0.09594594594594595
hänsel_und_gretel,278,4,0.014388489208633094
i_ching,115,1,0.008695652173913044
i_want_to_hold_your_hand,419,29,0.06921241050119331
ibn_battuta,289,6,0.020761245674740483
ice,5848,136,0.023255813953488372
ice_age,18414,229,0.012436189855544694
ice_hockey,20714,102,0.004924205851115188
ice_sheet,2034,71,0.034906588003933134
iceland,39008,427,0.010946472518457753
iceland_hotspot,19,8,0.42105263157894735
ichthyosaur,1236,29,0.023462783171521034
idolatry,1249,7,0.005604483586869495
ig_farben_building,25,5,0.2
igneous_rock,3271,69,0.021094466523998778
igor_stravinsky,2057,36,0.01750121536217793
iguanodon,879,14,0.015927189988623434
ike_altgens,27,7,0.25925925925925924
imagism,154,1,0.006493506493506494
immanuel_kant,7691,55,0.007151215706670134
imperative_programming,168,29,0.17261904761904762
imperial_japanese_navy,3142,30,0.009548058561425843
impressionism,3631,73,0.020104654365188653
inca_empire,4418,73,0.016523313716613853
income_disparity,275,6,0.02181818181818182
india,97125,1750,0.018018018018018018
indian_cricket_team,54,8,0.14814814814814814
indian_independence_movement,3088,43,0.013924870466321243
indian_ocean,27339,425,0.015545557628296573
indian_peafowl,10,3,0.3
indian_railways,161,7,0.043478260869565216
indian_standard_time,1889,12,0.006352567496029645
indira_gandhi,2089,23,0.011010052656773576
indium,2377,12,0.005048380311316786
indo-greek_kingdom,585,6,0.010256410256410256
indonesia,38700,272,0.007028423772609819
indonesian_language,6493,27,0.0041583243492992455
indricotherium,816,0,0.0
inductance,1317,22,0.016704631738800303
indus_river,3336,42,0.012589928057553957
indus_valley_civilization,5590,80,0.014311270125223614
industrial_revolution,31117,612,0.019667705755696242
industry,14916,226,0.015151515151515152
information,8216,509,0.061952288218111
infrastructure,4383,64,0.01460187086470454
inner_hebrides,1443,9,0.006237006237006237
insect,12670,350,0.027624309392265192
insulin,1401,35,0.024982155603140613
integrated_circuit,6299,150,0.02381330369899984
intel_corporation,87,1,0.011494252873563218
intelligence,945,16,0.016931216931216932
international_court_of_justice,3951,24,0.006074411541381929
international_human_rights_instruments,270,12,0.044444444444444446
international_law,7021,87,0.012391397236860845
international_red_cross_and_red_crescent_movement,13807,8,0.0005794162381400739
international_space_station,13133,162,0.012335338460367015
internet,35158,1395,0.03967802491609307
internet_explorer,890,78,0.08764044943820225
interpol,15456,16,0.0010351966873706005
invasion,2884,46,0.0159500693481276
invasion_of_grenada,689,13,0.018867924528301886
invasive_species,8042,61,0.007585177816463566
invertebrate,4956,117,0.02360774818401937
investment_banking,40,17,0.425
iodine,4145,23,0.005548854041013269
iowa_class_battleship,0,0,
ipod,1351,103,0.07623982235381199
ipswich,186,0,0.0
iran,45583,315,0.006910471008928767
iranian_peoples,3707,27,0.007283517669274346
iraq,40254,307,0.007626571272420132
iraq_war,3368,63,0.018705463182897862
ireland,41884,496,0.011842230923503009
iridium,3780,25,0.006613756613756613
irish_people,18180,33,0.0018151815181518152
irish_poetry,510,23,0.045098039215686274
irish_sea,14066,104,0.0073937153419593345
irish_theatre,14,6,0.42857142857142855
iron,31439,464,0.014758739145647126
iron(iii)_chloride,244,4,0.01639344262295082
iron_age,6969,134,0.01922800975749749
iron_maiden,11025,17,0.0015419501133786847
iron_mike,0,0,
irrigation,14249,242,0.01698364797529651
isaac,1415,30,0.02120141342756184
isaac_asimov,765,32,0.04183006535947712
isaac_brock,34,4,0.11764705882352941
isaac_newton,12388,326,0.02631578947368421
isambard_kingdom_brunel,9968,7,0.0007022471910112359
isan,80,0,0.0
ishango_bone,3662,6,0.0016384489350081922
isis,808,6,0.007425742574257425
islam,78572,567,0.007216311154100697
islamic_republic,482,22,0.04564315352697095
island_fox,44,4,0.09090909090909091
isle_of_man,30133,59,0.0019579862609099656
isle_of_wight,6722,30,0.0044629574531389465
isles_of_scilly,1646,24,0.014580801944106925
isospin,160,4,0.025
israel,34199,339,0.009912570542998333
issyk_kul,6,0,0.0
istanbul,8911,54,0.006059925934238581
italian_renaissance,2297,131,0.05703090988245538
italian_war_of_1521,55,12,0.21818181818181817
italo_disco,15,0,0.0
italy,90599,1195,0.013189991059503968
itunes,345,67,0.19420289855072465
ivan_iv_of_russia,499,1,0.002004008016032064
ivory,1279,83,0.06489444878811572
ivory-billed_woodpecker,74,8,0.10810810810810811
j._j._thomson,371,10,0.026954177897574125
j._k._rowling,5654,95,0.016802263883975946
j._m._w._turner,6313,14,0.0022176461270394425
j._r._r._tolkien,7600,102,0.013421052631578948
j._s._fry_&_sons,118,2,0.01694915254237288
jack_kerouac,426,9,0.02112676056338028
jackal,5995,8,0.0013344453711426189
jackanory,54,0,0.0
jackdaw,139,6,0.04316546762589928
jackie_robinson,243,21,0.08641975308641975
jacobite_rising,63,0,0.0
jacques-louis_david,1155,5,0.004329004329004329
jacques_cartier,1520,11,0.007236842105263158
jakarta,5067,22,0.004341819617130452
jake_gyllenhaal,157,3,0.01910828025477707
jamaica,25115,149,0.0059327095361337845
james_bond,1572,56,0.035623409669211195
james_buchanan,1399,11,0.007862759113652609
james_callaghan,375,8,0.021333333333333333
james_clerk_maxwell,9386,61,0.006499041125079906
james_cook,4473,42,0.009389671361502348
james_d._watson,2046,24,0.011730205278592375
james_garfield,251,13,0.05179282868525897
james_i_of_england,8928,153,0.017137096774193547
james_ii_of_england,3024,68,0.022486772486772486
james_joyce,2147,30,0.013972985561248253
james_k._polk,1684,24,0.014251781472684086
james_lovelock,700,11,0.015714285714285715
james_monroe,1340,20,0.014925373134328358
james_stewart_(actor),425,9,0.021176470588235293
james_watt,1489,34,0.022834116856950974
jan_mayen,1282,8,0.0062402496099844
jane_austen,11007,54,0.004905968928863451
jane_eyre,13,0,0.0
jane_fonda,420,5,0.011904761904761904
japan,84886,1366,0.01609217067596541
japanese_war_crimes,4980,14,0.002811244979919679
japanese_yen,5568,19,0.0034123563218390806
jarvis_island,12737,4,0.00031404569364842585
jaws_(film),1485,30,0.020202020202020204
jazz,23062,362,0.015696817275171276
jean-jacques_rousseau,3393,28,0.00825228411435308
jean_charles_de_menezes,0,0,
jehovah,895,10,0.0111731843575419
jerry_fodor,91,0,0.0
jersey,26828,31,0.0011555091695243775
jersey_zoological_park,81,4,0.04938271604938271
jerusalem,12307,141,0.011456894450312831
jesse_owens,458,12,0.026200873362445413
jesus,11122,585,0.052598453515554755
jet_engine,14424,147,0.01019134775374376
jet_set_willy,11,2,0.18181818181818182
jew,34056,483,0.014182522903453136
jewellery,1417,33,0.02328863796753705
jiaogulan,94,4,0.0425531914893617
jimmy_carter,4141,41,0.009900990099009901
jimmy_wales,153,16,0.10457516339869281
joan_of_arc,384,11,0.028645833333333332
jocelin,54,4,0.07407407407407407
joel_brand,0,0,
johann_pachelbel,109,7,0.06422018348623854
johann_sebastian_bach,3993,48,0.012021036814425245
johann_wolfgang_goethe,1603,18,0.011228945726762321
johannes_gutenberg,2574,10,0.003885003885003885
johannes_kepler,6573,53,0.008063289213448958
johannes_ockeghem,283,4,0.014134275618374558
johannesburg,2814,38,0.013503909026297086
john_adams,2503,27,0.010787055533359968
john_bull_(locomotive),15,0,0.0
john_cabot,4612,35,0.0075888985255854295
john_calvin,2786,24,0.008614501076812634
john_constable,5178,16,0.003089996137504828
john_dee,1137,5,0.0043975373790677225
john_f._kennedy,17226,206,0.011958667131080925
john_f._kennedy_assassination,1306,45,0.03445635528330781
john_flamsteed,747,9,0.012048192771084338
john_howard,3599,14,0.003889969435954432
john_locke,10442,62,0.005937559854434017
john_logie_baird,1424,15,0.010533707865168539
john_marshall,108,4,0.037037037037037035
john_maynard_keynes,1943,17,0.008749356664951106
john_mcenroe,442,16,0.03619909502262444
john_millington_synge,321,6,0.018691588785046728
john_milton,12188,19,0.0015589104036757466
john_of_england,1368,44,0.03216374269005848
john_pershing,763,7,0.009174311926605505
"john_seigenthaler,_sr.",87,0,0.0
john_sentamu,111,4,0.036036036036036036
john_tyler,1302,6,0.004608294930875576
john_vanbrugh,122,0,0.0
john_von_neumann,2769,43,0.015529071867100036
john_w._campbell,103,2,0.019417475728155338
johnny_appleseed,220,7,0.031818181818181815
johnston_atoll,13048,5,0.00038320049049662784
jomsvikings,21,5,0.23809523809523808
jonah_lomu,82,6,0.07317073170731707
jonathan_wild,15,0,0.0
jordan,10130,74,0.0073050345508390915
jordan_river,2985,44,0.01474036850921273
jordanhill_railway_station,0,0,
jorge_luis_borges,733,12,0.01637107776261937
joseph_haydn,1231,23,0.01868399675060926
joseph_stalin,7866,72,0.009153318077803204
josephus,1047,9,0.008595988538681949
juan_sebastián_elcano,279,0,0.0
judaism,58118,363,0.006245913486355346
juice,661,54,0.08169440242057488
julius_caesar,6007,137,0.02280672548693191
july_2006_java_earthquake,148,2,0.013513513513513514
jump_rope,137,3,0.021897810218978103
juniper_berry,257,2,0.007782101167315175
jupiter,8387,383,0.04566591152974842
jupiter_(mythology),1892,63,0.033298097251585626
jurassic,9353,168,0.01796215118143911
juvenile_delinquency,168,16,0.09523809523809523
jyllands-posten_muhammad_cartoons_controversy,58,3,0.05172413793103448
józef_piłsudski,367,1,0.0027247956403269754
kaffir_lime,199,1,0.005025125628140704
kakapo,556,17,0.030575539568345324
kakariki,0,0,
kangaroo,1719,61,0.035485747527632346
"kansas_city,_missouri",1314,37,0.02815829528158295
karachi,1632,12,0.007352941176470588
kargil_war,1844,5,0.0027114967462039045
karikkoselkä,0,0,
karl_benz,2528,31,0.0122626582278481
karl_marx,8225,88,0.010699088145896657
karl_popper,5313,19,0.0035761340109166195
kashmir_region,3053,14,0.004585653455617425
katana,1688,21,0.012440758293838863
kazakhstan,20331,106,0.005213713049038414
keira_knightley,132,9,0.06818181818181818
kenya,15409,331,0.02148095268998637
kerala,2794,27,0.009663564781675018
keurusselkä,0,0,
kevin_spacey,192,0,0.0
khan_wali_khan,16,0,0.0
khartoum,4382,16,0.003651300775901415
khazars,2107,11,0.005220692928334125
khudai_khidmatgar,87,0,0.0
kiev,8741,20,0.0022880677268047136
kigali,3783,9,0.0023790642347343376
kigo,3,0,0.0
king_arthur,5732,48,0.00837404047452896
king_kong_(1933_film),880,1,0.0011363636363636363
king_kong_(2005_film),648,4,0.006172839506172839
kingman_reef,12746,0,0.0
